Name,Passport,Snils,Symptoms,Analysis,Doctor,DateStart,DateEnd,Price,Card
Касьянов‎ Годослав Емельянович,7713 833218,217-181-240 38,Повышенное давление,УЗИ (ультразвуковое исследование),Уролог,2025-04-28T12:40+03:00,2025-04-29T19:14+03:00,2800.0,5244 6881 9389 5387
Ермаков‎ Стоум Абрамович,0909 410335,385-521-561 97,Температура,Кровь (общий анализ),Гастроэнтеролог,2024-11-04T15:55+03:00,2024-11-05T18:00+03:00,1500.0,5244 6835 3198 3710
Муромцев‎ Блуд Викторович,4105 507075,254-606-257 68,Боль в горле,Кровь (общий анализ),Дерматолог,2024-09-13T19:09+03:00,2024-09-12T12:07+03:00,6600.0,2200 2440 4929 6006
Серебряков‎ Томислав Давыдович,4205 457019,190-082-141 40,Насморк,МРТ (магнитно-резонансная томография),Эндокринолог,2024-08-16T19:32+03:00,2024-08-15T16:44+03:00,3700.0,2202 2045 6535 3545
Рыжова Рогнеда Денисовна,4106 469073,989-873-622 24,Затрудненное дыхание,КТ (компьютерная томография),Офтальмолог,2025-02-07T18:23+03:00,2025-02-06T20:55+03:00,5800.0,5244 6873 9014 8466
Золотарев‎ Хотен Абрамович,2212 439772,571-066-118 74,Кашель,Биохимический анализ крови,УЗИ-специалист,2024-10-01T16:58+03:00,2024-10-02T17:18+03:00,5100.0,2200 2449 6464 9276
Дубов‎ Чернек Ермилович,6815 393766,059-861-652 13,Головная боль,Биохимический анализ крови,Офтальмолог,2024-10-25T12:08+03:00,2024-10-24T20:27+03:00,3600.0,4188 6842 1994 7192
Сорокина Всемила Алексеевна,7116 518282,292-538-923 13,Затрудненное дыхание,Биохимический анализ крови,Гастроэнтеролог,2024-07-26T12:33+03:00,2024-07-25T13:47+03:00,9600.0,2200 2427 5807 1305
Филатов‎ Славомыс Филиппович,1619 654291,234-623-018 37,Повышенное давление,Гастроэнтероскопия,Гастроэнтеролог,2025-03-13T15:29+03:00,2025-03-14T12:13+03:00,3700.0,4276 8002 1017 1444
Семёнова Алиса Вадимовна,9322 569413,327-801-845 80,Повышенное давление,Рентгенография,Гепатолог,2024-11-22T13:40+03:00,2024-11-21T19:20+03:00,8700.0,5101 2615 6006 9415
Хрущёва Алиса Глебовна,8803 474788,061-664-145 52,Затрудненное дыхание,Гастроэнтероскопия,Пульмонолог,2024-10-18T20:32+03:00,2024-10-17T17:48+03:00,3700.0,4105 8498 3102 4633
Зубова Некраса Ильсуровна,8303 894484,639-082-155 05,Головная боль,Рентгенография,Нефролог,2024-10-11T20:27+03:00,2024-10-10T16:57+03:00,3600.0,5101 2609 5039 8436
Баженова Веслава Владиславовна,8714 634494,715-430-810 70,Температура,УЗИ (ультразвуковое исследование),Уролог,2024-08-19T12:17+03:00,2024-08-20T18:17+03:00,1600.0,5101 2654 6207 9585
Рожков‎ Честимир Маркович,5903 144759,192-009-535 56,Головная боль,УЗИ (ультразвуковое исследование),Неонатолог,2024-10-29T15:03+03:00,2024-10-30T18:10+03:00,2400.0,5101 2621 8133 0933
Зайцев‎ Креслав Платонович,9812 434126,450-625-600 59,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Иммунолог,2024-08-29T16:04+03:00,2024-08-30T15:06+03:00,3900.0,2200 2499 6055 2562
Черепанова Забава Семёновна,0211 325426,339-904-121 91,Повышенное давление,Биохимический анализ крови,Косметолог,2024-12-26T16:34+03:00,2024-12-27T13:36+03:00,4800.0,4188 6824 2102 1001
Грибова Радимира Владиславовна,2503 978074,530-642-153 48,Одышка,КТ (компьютерная томография),Онкогинеколог,2024-11-14T18:44+03:00,2024-11-15T20:37+03:00,5100.0,4105 8487 8955 1675
Самойлов‎ Малоед Генрихович,8312 216282,854-404-931 12,Затрудненное дыхание,Гастроэнтероскопия,Психиатр,2025-03-18T19:15+03:00,2025-03-19T15:01+03:00,3200.0,2202 2072 4511 2349
Жаров‎ Радогор Гертрудович,6111 599146,319-403-871 72,Насморк,Кровь (общий анализ),Гастроэнтеролог,2025-01-03T19:04+03:00,2025-01-02T15:11+03:00,3700.0,5479 4875 0898 9362
Рыжков‎ Миробуд Батькович,4105 484995,417-208-612 58,Одышка,Кровь (общий анализ),Эндоскопист,2025-04-22T13:49+03:00,2025-04-23T16:15+03:00,8000.0,5101 2685 4604 0876
Коротков‎ Благослав Евгеньевич,7215 189357,701-504-722 42,Затрудненное дыхание,Кровь (общий анализ),Оториноларинголог,2024-09-23T15:55+03:00,2024-09-24T14:07+03:00,7200.0,2202 1592 7927 9021
Макаров‎ Унислав Филатович,3916 477378,459-244-130 95,Головная боль,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2024-09-30T12:33+03:00,2024-10-01T13:33+03:00,4800.0,5101 2677 3559 5634
Акимова Миломира Сильвестровна,4905 844859,895-761-677 92,Повышенное давление,МРТ (магнитно-резонансная томография),Онкодерматолог,2024-10-31T14:44+03:00,2024-11-01T15:50+03:00,1700.0,5479 4860 7361 1408
Алёшина Светозара Сахипзадовна,7500 975891,873-712-348 27,Головная боль,Гастроэнтероскопия,Дерматолог,2025-03-03T14:26+03:00,2025-03-04T13:47+03:00,3100.0,2200 2487 5168 0452
Фомина Сияна Брониславовна,5917 825162,179-240-932 94,Слабость,КТ (компьютерная томография),УЗИ-специалист,2025-03-12T17:39+03:00,2025-03-13T19:06+03:00,9700.0,4377 7210 3846 5571
Филатова Гранислава Алексеевна,6906 179271,220-410-064 79,Слабость,Рентгенография,Гепатолог,2025-02-28T15:06+03:00,2025-02-27T17:38+03:00,4700.0,5244 6833 6095 3077
Зотова Богдана Ильмировна,5717 335196,938-117-963 40,Слабость,Биохимический анализ крови,Гастроэнтеролог,2025-02-21T19:24+03:00,2025-02-20T17:11+03:00,7800.0,5101 2686 7530 0031
Селиванова Искра Исаевна,2212 096399,758-836-392 73,Кашель,МРТ (магнитно-резонансная томография),Лор,2024-07-19T14:34+03:00,2024-07-18T18:27+03:00,1500.0,4377 7228 3113 2948
Хромов‎ Горислав  Ахматович,1808 083740,396-199-230 38,Насморк,Кровь (общий анализ),Ортопед,2025-05-05T16:41+03:00,2025-05-06T15:43+03:00,2400.0,2202 1525 3750 7410
Жилин‎ Златомир Аксёнович,7810 395302,964-741-928 60,Головная боль,МРТ (магнитно-резонансная томография),Неонатолог,2024-12-11T18:47+03:00,2024-12-12T17:37+03:00,2100.0,2202 1575 5254 8131
Еремеев‎ Гранислав  Тарасович,5703 387475,763-034-445 87,Боль в горле,КТ (компьютерная томография),Гепатолог,2024-11-19T17:56+03:00,2024-11-20T12:14+03:00,5600.0,5244 6817 4793 0941
Крылов‎ Благослав Харитонович,1916 294348,121-286-754 42,Температура,Биохимический анализ крови,Психотерапевт,2025-04-25T18:00+03:00,2025-04-24T16:25+03:00,4900.0,2200 7077 9545 9801
Синицин‎ Твердислав Артурович,0821 914389,354-455-333 81,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Ревматолог,2025-03-07T19:35+03:00,2025-03-06T15:23+03:00,3900.0,2202 1592 1017 8156
Федотова Бажена  Кузьминична,1916 094865,948-953-813 87,Температура,КТ (компьютерная томография),Офтальмолог,2025-04-14T17:17+03:00,2025-04-15T15:54+03:00,2900.0,4377 7270 8027 3833
Алёхина Алиса Викторовна,5616 543580,971-281-177 22,Головная боль,Кровь (общий анализ),Ортопед,2025-04-24T13:14+03:00,2025-04-25T20:41+03:00,5100.0,5479 4850 8798 4980
Кудрявцев‎ Осмомысл Ильнурович,5018 920952,163-151-395 44,Боль в горле,КТ (компьютерная томография),Ревматолог,2025-02-07T12:09+03:00,2025-02-06T19:10+03:00,8500.0,2202 1577 2343 3536
Петровский‎ Сом Гаджиевич,4808 889932,819-265-975 49,Боль в груди,УЗИ (ультразвуковое исследование),Дерматолог,2025-05-01T16:42+03:00,2025-05-02T13:15+03:00,8100.0,4377 7215 5458 8465
Титова Белослава Гавриловна,2713 228392,700-385-562 69,Слабость,КТ (компьютерная томография),Неонатолог,2025-04-03T19:03+03:00,2025-04-04T15:41+03:00,9400.0,2200 2437 0277 1759
Ермилова Ружица Ивановна,3609 149343,428-051-606 60,Слабость,Кровь (общий анализ),Пульмонолог,2025-01-15T17:35+03:00,2025-01-16T16:07+03:00,9600.0,5479 4853 5525 1070
Шилов‎ Судислав Ефремович,7422 694234,396-966-825 80,Насморк,УЗИ (ультразвуковое исследование),Пульмонолог,2024-10-03T18:59+03:00,2024-10-04T17:43+03:00,7300.0,4276 8065 5970 0493
Дмитриева Забава Каллистратовна,5118 140500,806-418-808 05,Температура,Электрокардиограмма (ЭКГ),Гериатр,2025-03-20T20:38+03:00,2025-03-21T16:31+03:00,4000.0,5479 4831 2842 0065
Смирнова Пламена Магомедовна,7000 734757,212-237-022 00,Одышка,Гастроэнтероскопия,Аллерголог,2025-01-21T16:01+03:00,2025-01-22T19:43+03:00,7600.0,4276 8031 7103 6345
Савин‎ Миловид Маркыч,9211 720684,791-058-138 14,Боль в груди,Электрокардиограмма (ЭКГ),Кардиолог,2024-12-26T14:44+03:00,2024-12-27T12:55+03:00,2400.0,2200 2457 1701 6344
Артёмов‎ Михалап Израилевич,9115 814489,801-228-611 53,Температура,Гастроэнтероскопия,Кардиолог,2025-03-26T19:38+03:00,2025-03-27T13:39+03:00,9500.0,2200 7069 9479 2727
Винокурова Радислава Ильнуровна,5106 258759,894-386-429 77,Повышенное давление,КТ (компьютерная томография),Косметолог,2025-02-13T14:01+03:00,2025-02-14T18:53+03:00,3100.0,5421 0480 6892 4820
Севастьянова Милана Генриховна,7515 916438,869-365-574 82,Одышка,Гастроэнтероскопия,Лор,2024-10-24T13:39+03:00,2024-10-25T14:28+03:00,6900.0,4105 8425 1561 5009
Зимина Румяна Макаровна,5013 325977,991-168-601 45,Слабость,Кровь (общий анализ),Онкоуролог,2025-02-21T15:21+03:00,2025-02-20T20:29+03:00,7400.0,4377 7209 2192 0499
Архипов‎ Мужедраг Трофимович,5713 624162,600-985-530 88,Повышенное давление,Биохимический анализ крови,Эндокринолог,2024-09-27T15:56+03:00,2024-09-26T17:55+03:00,3000.0,2200 2438 5347 8703
Шульгин‎ Лудислав Витальевич,6320 187421,673-451-458 12,Одышка,Электрокардиограмма (ЭКГ),Невропатолог,2025-01-13T21:01+03:00,2025-01-14T16:05+03:00,9900.0,2200 2408 6880 6279
